-121.84411326663988,38.73987080980345,-121.82635635366184,38.75342714027362,C:\dev\LasReaderApp\Data\0908n0308e5k.las
-121.82658111884533,38.739696121640634,-121.8088209671776,38.753249736617796,C:\dev\LasReaderApp\Data\0908n0310e5k.las
-121.80904908917638,38.73951880449796,-121.7912857362851,38.75306970311654,C:\dev\LasReaderApp\Data\0908n0312e5k.las
-121.79151721498404,38.739338858791974,-121.77375066327241,38.75288703984075,C:\dev\LasReaderApp\Data\0908n0314e5k.las
-121.7739854985545,38.73915628459352,-121.75621575042732,38.75270174686235,C:\dev\LasReaderApp\Data\0908n0316e5k.las
-121.75645394217395,38.73897108197448,-121.73868100003747,38.75251382425432,C:\dev\LasReaderApp\Data\0908n0318e5k.las
-121.73892254812833,38.738783251007774,-121.72114641439052,38.752323272090656,C:\dev\LasReaderApp\Data\0908n0320e5k.las
-121.7213913187036,38.73859279176733,-121.70361199577383,38.752130090446386,C:\dev\LasReaderApp\Data\0908n0322e5k.las
-121.70386025618544,38.73839970432812,-121.68607774647475,38.75193427939758,C:\dev\LasReaderApp\Data\0908n0324e5k.las
-121.68632936285948,38.73820398876615,-121.66854366878042,38.75173583902133,C:\dev\LasReaderApp\Data\0908n0326e5k.las
-121.66879864101118,38.73800564515848,-121.65100976497787,38.75153476939578,C:\dev\LasReaderApp\Data\0908n0328e5k.las
-121.65126809292592,38.737804673583184,-121.63347603735394,38.7513310706001,C:\dev\LasReaderApp\Data\0908n0330e5k.las
-121.63373772088882,38.73760107411936,-121.61594248819544,38.75112474271449,C:\dev\LasReaderApp\Data\0908n0332e5k.las
-121.61620752718493,38.73739484684715,-121.59840911978885,38.750915785820176,C:\dev\LasReaderApp\Data\0908n0334e5k.las
-121.59867751409917,38.73718599184773,-121.58087593442067,38.75070419999944,C:\dev\LasReaderApp\Data\0908n0336e5k.las
-121.58114768391623,38.73697450920332,-121.56334293437716,38.750489985335584,C:\dev\LasReaderApp\Data\0908n0338e5k.las
-121.56361803892077,38.73676039899715,-121.5458101219445,38.75027314191294,C:\dev\LasReaderApp\Data\0908n0340e5k.las
-121.54608858139716,38.736543661313476,-121.52827749940863,38.75005366981688,C:\dev\LasReaderApp\Data\0908n0342e5k.las
